State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Election_Type
Bihar,17,1,2019,4,0,4,1,BAIDYANATH PRASAD MAHTO,M,JD(U),602660,GEN,1032090,1665502,VALMIKI NAGAR,GEN,,13,61.97,58.39,no,354616,34.36,2.5,GEBR1056,State-based Party,11002,FALSE,3,JD(U),11002,VALMIKI NAGAR,TRUE,TRUE,2,FALSE,FALSE,TRUE,10th Pass,Agriculture,,,,Lok Sabha Election (GE)
Bihar,17,1,2019,4,0,4,2,SHASHWAT KEDAR,M,INC,248044,GEN,1032090,1665502,VALMIKI NAGAR,GEN,,13,61.97,24.03,no,185081,17.93,2.5,GEBH104284,National Party,3482,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Politics,,,,Lok Sabha Election (GE)
Bihar,17,1,2019,4,0,4,3,DEEPAK YADAV,M,BSP,62963,GEN,1032090,1665502,VALMIKI NAGAR,GEN,,13,61.97,6.1,yes,28625,2.77,2.5,GEBH104285,State-based Party (Other State),16651,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate Professional,Business,,Agriculture,,Lok Sabha Election (GE)
Bihar,17,1,2019,4,0,4,4,NOTA,,NOTA,34338,,1032090,1665502,VALMIKI NAGAR,GEN,,13,61.97,3.33,,19468,1.89,2.5,,NOTA,5897,FALSE,,,,,,,,,,,,,,,,Lok Sabha Election (GE)
Bihar,17,1,2019,4,0,4,5,SURESH SAH,M,IND,14870,,1032090,1665502,VALMIKI NAGAR,GEN,,13,61.97,1.44,yes,2059,0.2,2.5,GEBH104288,Independents,10809,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,Others,Agricultural Labour,,,,Lok Sabha Election (GE)
Bihar,17,1,2019,4,0,4,6,RAKESH KEWAT,M,RAHIS,12811,,1032090,1665502,VALMIKI NAGAR,GEN,,13,61.97,1.24,yes,878,0.09,2.5,GEBH104289,Local Party,24355,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,8th Pass,Agriculture,,,,Lok Sabha Election (GE)
Bihar,17,1,2019,4,0,4,7,SUSHMA DEVI,F,SHS,11933,,1032090,1665502,VALMIKI NAGAR,GEN,,13,61.97,1.16,yes,2969,0.29,2.5,GEBH104291,State-based Party (Other State),18691,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Business,Hospitality,,,Lok Sabha Election (GE)
Bihar,17,1,2019,4,0,4,8,RAMESH PRASAD,M,IND,8964,,1032090,1665502,VALMIKI NAGAR,GEN,,13,61.97,0.87,yes,1047,0.1,2.5,GEBH104293,Independents,10809,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Other,,,,Lok Sabha Election (GE)
Bihar,17,1,2019,4,0,4,9,DURGESH SINGH CHAUHAN,M,BLND,7917,,1032090,1665502,VALMIKI NAGAR,GEN,,13,61.97,0.77,yes,46,0,2.5,GEBH104295,Local Party,24953,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Agriculture,,,,Lok Sabha Election (GE)
Bihar,17,1,2019,4,0,4,10,BHOLA RAY,M,SBSP,7871,,1032090,1665502,VALMIKI NAGAR,GEN,,13,61.97,0.76,yes,1735,0.17,2.5,GEBH104297,Local Party,18721,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,Literate,Labourer or Daily Wage,,,,Lok Sabha Election (GE)
Bihar,17,1,2019,4,0,4,11,MUNNA SINGH,M,IND,6136,,1032090,1665502,VALMIKI NAGAR,GEN,,13,61.97,0.59,yes,1311,0.13,2.5,GEBH104299,Independents,10809,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Retired or Pension,,,,Lok Sabha Election (GE)
Bihar,17,1,2019,4,0,4,12,SHIV KUMAR CHAUDHARY,M,BBC,4825,,1032090,1665502,VALMIKI NAGAR,GEN,,13,61.97,0.47,yes,242,0.02,2.5,GEBH104301,Local Party,15789,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,8th Pass,Labourer or Daily Wage,,,,Lok Sabha Election (GE)
Bihar,17,1,2019,4,0,4,13,RAJESH KUSHWAHA,M,RSJVP,4583,GEN,1032090,1665502,VALMIKI NAGAR,GEN,,13,61.97,0.44,yes,408,0.04,2.5,GEBH104303,Local Party,6841,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,5th Pass,Labourer or Daily Wage,,Agriculture,,Lok Sabha Election (GE)
Bihar,17,1,2019,4,0,4,14,MANOJ KUMAR,M,JKiP,4175,,1032090,1665502,VALMIKI NAGAR,GEN,,13,61.97,0.4,yes,0,0,2.5,GEBH104305,Local Party,4534,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Business,,,,Lok Sabha Election (GE)
Bihar,17,2,2019,4,0,4,1,DR. SANJAY JAISWAL,M,BJP,603706,GEN,1012936,1633824,PASCHIM CHAMPARAN,GEN,,9,62,59.6,no,293906,29.02,2.22,GEBR80762,National Party,1605,TRUE,3,BJP,1605,PASCHIM CHAMPARAN,TRUE,TRUE,3,FALSE,TRUE,TRUE,Post Graduate,Salaried Work or Employed,Medical Professional,Politics,MP,Lok Sabha Election (GE)
Bihar,17,2,2019,4,0,4,2,BRIJESH KUMAR KUSHWAHA,M,BLSP,309800,GEN,1012936,1633824,PASCHIM CHAMPARAN,GEN,,9,62,30.58,no,264101,26.07,2.22,GEBH104308,Local Party,16433,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Business,,,,Lok Sabha Election (GE)
Bihar,17,2,2019,4,0,4,3,NOTA,,NOTA,45699,,1012936,1633824,PASCHIM CHAMPARAN,GEN,,9,62,4.51,,34272,3.38,2.22,,NOTA,5897,TRUE,,,,,,,,,,,,,,,,Lok Sabha Election (GE)
Bihar,17,2,2019,4,0,4,4,RAKESH KUMAR,M,BSP,11427,,1012936,1633824,PASCHIM CHAMPARAN,GEN,,9,62,1.13,yes,626,0.06,2.22,GEBH104310,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Business,,,,Lok Sabha Election (GE)
Bihar,17,2,2019,4,0,4,5,SANJAY KUMAR PATEL,M,IND,10801,,1012936,1633824,PASCHIM CHAMPARAN,GEN,,9,62,1.07,yes,933,0.09,2.22,GEBH104312,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Business,,,,Lok Sabha Election (GE)
Bihar,17,2,2019,4,0,4,6,BIPIN NATH TIWARI ALIAS BIPIN TIWARI,M,LAJSP,9868,,1012936,1633824,PASCHIM CHAMPARAN,GEN,,9,62,0.97,yes,1184,0.12,2.22,GEBH104313,Local Party,24969,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Agriculture,,Religious Occupation,Priest,Lok Sabha Election (GE)
Bihar,17,2,2019,4,0,4,7,VIKAS KUMAR PRASAD,M,IND,8684,,1012936,1633824,PASCHIM CHAMPARAN,GEN,,9,62,0.86,yes,3187,0.31,2.22,GEBH104314,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Literate,Business,,Agriculture,,Lok Sabha Election (GE)
Bihar,17,2,2019,4,0,4,8,NAFISH AHMAD,M,IND,5497,,1012936,1633824,PASCHIM CHAMPARAN,GEN,,9,62,0.54,yes,1267,0.13,2.22,GEBH104316,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Business,,,,Lok Sabha Election (GE)
Bihar,17,2,2019,4,0,4,9,RATAN KUMAR SARKAR,M,IND,4230,,1012936,1633824,PASCHIM CHAMPARAN,GEN,,9,62,0.42,yes,1006,0.1,2.22,GEBH104318,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Agriculture,,,,Lok Sabha Election (GE)
Bihar,17,2,2019,4,0,4,10,AJAY KUMAR SINHA,M,IND,3224,,1012936,1633824,PASCHIM CHAMPARAN,GEN,,9,62,0.32,yes,0,0,2.22,GEBH104320,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Retired or Pension,,,,Lok Sabha Election (GE)
Bihar,17,3,2019,4,0,4,1,RADHA MOHAN SINGH,M,BJP,577787,GEN,999400,1658672,PURVI CHAMPARAN,GEN,,22,60.25,57.81,no,293648,29.38,2.44,GEBR22819,National Party,1605,TRUE,10,BJP,1605,PURVI CHAMPARAN,TRUE,TRUE,6,FALSE,TRUE,TRUE,Graduate,Agriculture,,,,Lok Sabha Election (GE)
Bihar,17,3,2019,4,0,4,2,AAKASH KUMAR SINGH,M,BLSP,284139,,999400,1658672,PURVI CHAMPARAN,GEN,,22,60.25,28.43,no,261433,26.16,2.44,GEBH104328,Local Party,16433,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Social Work,,,,Lok Sabha Election (GE)
Bihar,17,3,2019,4,0,4,3,NOTA,,NOTA,22706,,999400,1658672,PURVI CHAMPARAN,GEN,,22,60.25,2.27,,4965,0.5,2.44,,NOTA,5897,TRUE,,,,,,,,,,,,,,,,Lok Sabha Election (GE)
Bihar,17,3,2019,4,0,4,4,Satyam Yadav,M,BNDl,17741,GEN,999400,1658672,PURVI CHAMPARAN,GEN,,22,60.25,1.78,yes,3714,0.37,2.44,GEBH104329,Local Party,1087,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8th Pass,Agriculture,,,,Lok Sabha Election (GE)
Bihar,17,3,2019,4,0,4,5,Shobha Devi,F,SSD,14027,,999400,1658672,PURVI CHAMPARAN,GEN,,22,60.25,1.4,yes,1947,0.19,2.44,GEBH104331,Local Party,7888,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Literate,Other,,,,Lok Sabha Election (GE)
Bihar,17,3,2019,4,0,4,6,Sachin Paswan,M,RAHIS,12080,,999400,1658672,PURVI CHAMPARAN,GEN,,22,60.25,1.21,yes,1806,0.18,2.44,GEBH104333,Local Party,24355,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8th Pass,Business,,,,Lok Sabha Election (GE)
Bihar,17,3,2019,4,0,4,7,Prabhakar Jaiswal,M,CPI,10274,,999400,1658672,PURVI CHAMPARAN,GEN,,22,60.25,1.03,yes,963,0.1,2.44,GEBH104335,State-based Party (Other State),2444,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Business,,Agriculture,,Lok Sabha Election (GE)
Bihar,17,3,2019,4,0,4,8,Dinesh Sahani,M,RMGP,9311,,999400,1658672,PURVI CHAMPARAN,GEN,,22,60.25,0.93,yes,2427,0.24,2.44,GEBH104337,Local Party,6723,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Literate,Labourer or Daily Wage,,,,Lok Sabha Election (GE)
Bihar,17,3,2019,4,0,4,9,Pradeep Singh,M,IND,6884,,999400,1658672,PURVI CHAMPARAN,GEN,,22,60.25,0.69,yes,482,0.05,2.44,GEBH104339,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Literate,Agriculture,,,,Lok Sabha Election (GE)
Bihar,17,3,2019,4,0,4,10,Ramchandra Sah,M,RJBP,6402,,999400,1658672,PURVI CHAMPARAN,GEN,,22,60.25,0.64,yes,351,0.04,2.44,GEBH104341,Local Party,6582,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Retired or Pension,,,,Lok Sabha Election (GE)
Bihar,17,3,2019,4,0,4,11,Md. Ajmer Alam,M,IND,6051,,999400,1658672,PURVI CHAMPARAN,GEN,,22,60.25,0.61,yes,692,0.07,2.44,GEBH104343,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Agriculture,,Education,School Teacher,Lok Sabha Election (GE)
Bihar,17,3,2019,4,0,4,12,Shakti Kumar,M,IND,5359,,999400,1658672,PURVI CHAMPARAN,GEN,,22,60.25,0.54,yes,655,0.07,2.44,GEBH104345,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Social Work,,,,Lok Sabha Election (GE)
Bihar,17,3,2019,4,0,4,13,Shatrughna Tiwari,M,BJKVP,4704,GEN,999400,1658672,PURVI CHAMPARAN,GEN,,22,60.25,0.47,yes,326,0.03,2.44,GEBR1097,Local Party,1278,TRUE,2,BJKVP,1278,PURVI CHAMPARAN,TRUE,TRUE,0,FALSE,FALSE,TRUE,8th Pass,Agriculture,,Social Work,,Lok Sabha Election (GE)
Bihar,17,3,2019,4,0,4,14,Shekh Seraj,M,AKBHAD,4378,,999400,1658672,PURVI CHAMPARAN,GEN,,22,60.25,0.44,yes,1611,0.16,2.44,GEBH104348,Local Party,393,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Labourer or Daily Wage,,,,Lok Sabha Election (GE)
Bihar,17,3,2019,4,0,4,15,Muneshwar Tiwari,M,IND,2767,,999400,1658672,PURVI CHAMPARAN,GEN,,22,60.25,0.28,yes,424,0.04,2.44,GEBH104350,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Social Work,,,,Lok Sabha Election (GE)
Bihar,17,3,2019,4,0,4,16,Vinay Kumar Sriwastava,M,RSPSR,2343,,999400,1658672,PURVI CHAMPARAN,GEN,,22,60.25,0.23,yes,285,0.03,2.44,GEBH104351,Local Party,24356,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Business,,,,Lok Sabha Election (GE)
Bihar,17,3,2019,4,0,4,17,Aniket Ranjan,M,IND,2058,,999400,1658672,PURVI CHAMPARAN,GEN,,22,60.25,0.21,yes,144,0.01,2.44,GEBH104352,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Agriculture,,Social Work,,Lok Sabha Election (GE)
Bihar,17,3,2019,4,0,4,18,Devendra Singh,M,RSJVP,1914,,999400,1658672,PURVI CHAMPARAN,GEN,,22,60.25,0.19,yes,74,0.01,2.44,GEBH104353,Local Party,6841,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Agriculture,,,,Lok Sabha Election (GE)
Bihar,17,3,2019,4,0,4,19,Manoj Tiwari,M,IND,1840,,999400,1658672,PURVI CHAMPARAN,GEN,,22,60.25,0.18,yes,28,0,2.44,GEBH104354,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Agriculture,,Social Work,,Lok Sabha Election (GE)
Bihar,17,3,2019,4,0,4,20,Parasnath Ram,M,JP,1812,,999400,1658672,PURVI CHAMPARAN,GEN,,22,60.25,0.18,yes,19,0,2.44,GEBH104355,State-based Party,4406,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Other,,,,Lok Sabha Election (GE)
Bihar,17,3,2019,4,0,4,21,Parasnath Pandey,M,JPS,1793,GEN,999400,1658672,PURVI CHAMPARAN,GEN,,22,60.25,0.18,yes,169,0.02,2.44,GEBR1105,Local Party,4612,TRUE,3,JPS,4612,PURVI CHAMPARAN,TRUE,TRUE,0,FALSE,FALSE,TRUE,Graduate,Agriculture,,,,Lok Sabha Election (GE)
Bihar,17,3,2019,4,0,4,22,Rajiv Ranjan,M,JDR,1624,,999400,1658672,PURVI CHAMPARAN,GEN,,22,60.25,0.16,yes,218,0.02,2.44,GEBH104356,Local Party,4562,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Salaried Work or Employed,,,,Lok Sabha Election (GE)
Bihar,17,3,2019,4,0,4,23,Randhir Kumar Tiwari,M,ASDHP,1406,,999400,1658672,PURVI CHAMPARAN,GEN,,22,60.25,0.14,yes,0,0,2.44,GEBH104357,Local Party,24935,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Agriculture,,,,Lok Sabha Election (GE)
Bihar,17,4,2019,4,0,4,1,RAMA DEVI,F,BJP,608678,GEN,1004559,1686215,SHEOHAR,GEN,,18,59.57,60.59,no,340360,33.88,2.27,GEBR64555,National Party,1605,TRUE,5,BJP,1605,SHEOHAR,TRUE,TRUE,4,FALSE,TRUE,TRUE,Graduate Professional,Agriculture,,,,Lok Sabha Election (GE)
Bihar,17,4,2019,4,0,4,2,SYED FAISAL ALI,M,RJD,268318,,1004559,1686215,SHEOHAR,GEN,,18,59.57,26.71,no,249892,24.88,2.27,GEBH104358,State-based Party,12103,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Liberal Profession or Professional,Journalist or Editor,Social Work,,Lok Sabha Election (GE)
Bihar,17,4,2019,4,0,4,3,Kedar Nath Prasad,M,IND,18426,,1004559,1686215,SHEOHAR,GEN,,18,59.57,1.83,yes,4722,0.47,2.27,GEBH104359,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Politics,Ex MLA,Social Work,,Lok Sabha Election (GE)
Bihar,17,4,2019,4,0,4,4,Raj Kumar Parsad,M,IND,13704,,1004559,1686215,SHEOHAR,GEN,,18,59.57,1.36,yes,435,0.04,2.27,GEBH104361,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Salaried Work or Employed,Managerial Position,,,Lok Sabha Election (GE)
Bihar,17,4,2019,4,0,4,5,Shamim Alam,M,NCP,13269,,1004559,1686215,SHEOHAR,GEN,,18,59.57,1.32,yes,799,0.08,2.27,GEBH104363,State-based Party (Other State),5792,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Agriculture,,Social Work,,Lok Sabha Election (GE)
Bihar,17,4,2019,4,0,4,6,Mukesh Kumar Jha,M,BSP,12470,,1004559,1686215,SHEOHAR,GEN,,18,59.57,1.24,yes,1332,0.13,2.27,GEBH104365,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Business,,,,Lok Sabha Election (GE)
Bihar,17,4,2019,4,0,4,7,Vijay Nandan Paswan,M,IND,11138,,1004559,1686215,SHEOHAR,GEN,,18,59.57,1.11,yes,459,0.05,2.27,GEBH104367,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Labourer or Daily Wage,,,,Lok Sabha Election (GE)
Bihar,17,4,2019,4,0,4,8,Anil Kumar Tiwari,M,IND,10679,,1004559,1686215,SHEOHAR,GEN,,18,59.57,1.06,yes,3398,0.34,2.27,GEBH104369,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Agriculture,,,,Lok Sabha Election (GE)
Bihar,17,4,2019,4,0,4,9,UPENDRA SAHANI,M,RJBP,7281,,1004559,1686215,SHEOHAR,GEN,,18,59.57,0.72,yes,264,0.03,2.27,GEBH104371,Local Party,6582,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Business,,,,Lok Sabha Election (GE)
Bihar,17,4,2019,4,0,4,10,NOTA,,NOTA,7017,,1004559,1686215,SHEOHAR,GEN,,18,59.57,0.7,,933,0.09,2.27,,NOTA,5897,TRUE,,,,,,,,,,,,,,,,Lok Sabha Election (GE)
Bihar,17,4,2019,4,0,4,11,Abul Kalam Khan,M,IND,6084,,1004559,1686215,SHEOHAR,GEN,,18,59.57,0.61,yes,305,0.03,2.27,GEBH104373,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8th Pass,Business,,,,Lok Sabha Election (GE)
Bihar,17,4,2019,4,0,4,12,Anil Kumar,M,JANADIP,5779,,1004559,1686215,SHEOHAR,GEN,,18,59.57,0.58,yes,713,0.07,2.27,GEBH104374,Local Party,4117,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Agriculture,,,,Lok Sabha Election (GE)
Bihar,17,4,2019,4,0,4,13,SHYAM KUMAR,M,RAHIS,5066,,1004559,1686215,SHEOHAR,GEN,,18,59.57,0.5,yes,503,0.05,2.27,GEBH104376,Local Party,24355,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Business,,,,Lok Sabha Election (GE)
Bihar,17,4,2019,4,0,4,14,Jagdish Prasad,M,BJKVP,4563,,1004559,1686215,SHEOHAR,GEN,,18,59.57,0.45,yes,1421,0.14,2.27,GEBH104378,Local Party,1278,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Business,,,,Lok Sabha Election (GE)
Bihar,17,4,2019,4,0,4,15,Ram Dayal Prasad,M,IND,3142,,1004559,1686215,SHEOHAR,GEN,,18,59.57,0.31,yes,502,0.05,2.27,GEBH104380,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Other,,,,Lok Sabha Election (GE)
Bihar,17,4,2019,4,0,4,16,Devendra Prasad Singh,M,AIFB,2640,,1004559,1686215,SHEOHAR,GEN,,18,59.57,0.26,yes,141,0.01,2.27,GEBH104382,State-based Party (Other State),3040,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Former Government,Ex Military,,,Lok Sabha Election (GE)
Bihar,17,4,2019,4,0,4,17,PRABHU NARAYAN,M,SHS,2499,,1004559,1686215,SHEOHAR,GEN,,18,59.57,0.25,yes,507,0.05,2.27,GEBH104384,State-based Party (Other State),18691,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Business,,Agriculture,,Lok Sabha Election (GE)
Bihar,17,4,2019,4,0,4,18,Nabi Hussain,M,BHAPRAP,1992,,1004559,1686215,SHEOHAR,GEN,,18,59.57,0.2,yes,178,0.02,2.27,GEBH104386,Local Party,18101,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Labourer or Daily Wage,Mechanic,Agriculture,,Lok Sabha Election (GE)
Bihar,17,4,2019,4,0,4,19,Anand Kumar Maurya,M,BJAZP,1814,,1004559,1686215,SHEOHAR,GEN,,18,59.57,0.18,yes,0,0,2.27,GEBH104387,Local Party,24357,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Business,,,,Lok Sabha Election (GE)
Bihar,17,5,2019,4,0,4,1,Sunil Kumar Pintu,M,JD(U),567745,,1038849,1752454,SITAMARHI,GEN,,20,59.28,54.65,no,250539,24.12,2.56,GEBH104396,State-based Party,11002,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,Graduate,Social Work,,,,Lok Sabha Election (GE)
Bihar,17,5,2019,4,0,4,2,Arjun Ray,M,RJD,317206,GEN,1038849,1752454,SITAMARHI,GEN,,20,59.28,30.53,no,296719,28.56,2.56,GEBH104398,State-based Party,12103,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Doctorate,Politics,Party Worker,Agriculture,,Lok Sabha Election (GE)
Bihar,17,5,2019,4,0,4,3,Dharmendra Kumar,M,IND,20487,,1038849,1752454,SITAMARHI,GEN,,20,59.28,1.97,yes,2763,0.27,2.56,GEBH104399,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8th Pass,Agriculture,,,,Lok Sabha Election (GE)
Bihar,17,5,2019,4,0,4,4,Vinod Sah,M,IND,17724,,1038849,1752454,SITAMARHI,GEN,,20,59.28,1.71,yes,454,0.04,2.56,GEBR1144,Independents,10809,TRUE,2,IND,10809,SITAMARHI,TRUE,TRUE,0,FALSE,FALSE,TRUE,Literate,Business,,,,Lok Sabha Election (GE)
Bihar,17,5,2019,4,0,4,5,Mahesh Nandan Singh,M,IND,17270,GEN,1038849,1752454,SITAMARHI,GEN,,20,59.28,1.66,yes,6214,0.6,2.56,GEBR1162,Independents,10809,TRUE,2,IND,10809,SITAMARHI,TRUE,TRUE,0,FALSE,FALSE,TRUE,Graduate,Agriculture,,,,Lok Sabha Election (GE)
Bihar,17,5,2019,4,0,4,6,Ramesh Kumar Mishra,M,IND,11056,GEN,1038849,1752454,SITAMARHI,GEN,,20,59.28,1.06,yes,738,0.07,2.56,GEBH104401,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8th Pass,Agriculture,,,,Lok Sabha Election (GE)
Bihar,17,5,2019,4,0,4,7,NOTA,,NOTA,10318,,1038849,1752454,SITAMARHI,GEN,,20,59.28,0.99,,481,0.05,2.56,,NOTA,5897,TRUE,,,,,,,,,,,,,,,,Lok Sabha Election (GE)
Bihar,17,5,2019,4,0,4,8,Amit Chaudhary urf Madhav Chaudhary,M,IND,9837,,1038849,1752454,SITAMARHI,GEN,,20,59.28,0.95,yes,828,0.08,2.56,GEBH104404,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Lok Sabha Election (GE)
Bihar,17,5,2019,4,0,4,9,Raghunath Kumar,M,AAAP,9009,,1038849,1752454,SITAMARHI,GEN,,20,59.28,0.87,yes,1722,0.17,2.56,GEBH104406,State-based Party (Other State),13,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate Professional,Liberal Profession or Professional,Doctor,,,Lok Sabha Election (GE)
Bihar,17,5,2019,4,0,4,10,Thakur Chandan Kumar Singh,M,IND,7287,,1038849,1752454,SITAMARHI,GEN,,20,59.28,0.7,yes,175,0.02,2.56,GEBH104407,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lok Sabha Election (GE)
Bihar,17,5,2019,4,0,4,11,Jasem Ahamad,M,BSP,7112,,1038849,1752454,SITAMARHI,GEN,,20,59.28,0.68,yes,524,0.05,2.56,GEBH104409,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Literate,Salaried Work or Employed,,,,Lok Sabha Election (GE)
Bihar,17,5,2019,4,0,4,12,Nand Kishore Gupta,M,IND,6588,GEN,1038849,1752454,SITAMARHI,GEN,,20,59.28,0.63,yes,281,0.03,2.56,GEBH104411,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Agriculture,,,,Lok Sabha Election (GE)
Bihar,17,5,2019,4,0,4,13,Braj Kishor,M,AIFB,6307,,1038849,1752454,SITAMARHI,GEN,,20,59.28,0.61,yes,342,0.03,2.56,GEBH104413,State-based Party (Other State),3040,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Former Government,Ex Military,,,Lok Sabha Election (GE)
Bihar,17,5,2019,4,0,4,14,Raj Kishore Prasad,M,PBI,5965,,1038849,1752454,SITAMARHI,GEN,,20,59.28,0.57,yes,773,0.07,2.56,GEBH104415,Local Party,6211,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Education,School Teacher,,,Lok Sabha Election (GE)
Bihar,17,5,2019,4,0,4,15,Lalbabu Paswan,M,IND,5192,,1038849,1752454,SITAMARHI,GEN,,20,59.28,0.5,yes,952,0.09,2.56,GEBH104417,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Literate,Politics,Party Worker,Agricultural Labour,,Lok Sabha Election (GE)
Bihar,17,5,2019,4,0,4,16,Surendra Kumar,M,BJKVP,4240,,1038849,1752454,SITAMARHI,GEN,,20,59.28,0.41,yes,234,0.02,2.56,GEBH104419,Local Party,1278,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Social Work,,,,Lok Sabha Election (GE)
Bihar,17,5,2019,4,0,4,17,Shashi Kumar Singh,M,IND,4006,,1038849,1752454,SITAMARHI,GEN,,20,59.28,0.39,yes,708,0.07,2.56,GEBH104420,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Retired or Pension,,Agriculture,,Lok Sabha Election (GE)
